dataset,algorithm,variant,metric,metric_group,n,mean,median,trimean,best_25,worst_25,max,min
nus8extended,local_space_average_color,default,mean_angular_error,multi_illuminant_errors,1853,5.122497,4.213289,4.473797,2.016575,9.647321,26.138258,0.732513
nus8extended,local_space_average_color,default,mean_recovery_angular_error,multi_illuminant_errors,1853,5.122497,4.213289,4.473797,2.016575,9.647321,26.138258,0.732513
nus8extended,local_space_average_color,default,mean_recovery_delta_e_2000,multi_illuminant_errors,1853,4.397152,3.647641,3.845027,1.716775,8.340097,25.290742,0.541956
nus8extended,local_space_average_color,default,mean_reproduction_angular_error,multi_illuminant_errors,1853,6.678983,5.677236,5.918155,2.654176,12.334367,25.39134,0.993277
nus8extended,local_space_average_color,default,mean_reproduction_delta_e_2000,multi_illuminant_errors,1853,8.853491,8.165327,8.321653,4.230673,14.669731,24.804688,1.608475
nus8extended,max_rgb,naive,angular_error,single_illuminant_errors,1853,12.955955,16.422271,14.254404,2.112608,21.359357,39.853682,0.191076
nus8extended,max_rgb,naive,recovery_angular_error,single_illuminant_errors,1853,12.955955,16.422271,14.254404,2.112608,21.359357,39.853682,0.191076
nus8extended,max_rgb,naive,recovery_delta_e_2000,single_illuminant_errors,1853,15.008223,20.529388,17.162442,1.837294,24.237211,51.171106,0.129071
nus8extended,max_rgb,naive,reproduction_angular_error,single_illuminant_errors,1853,13.291488,16.545077,14.53979,2.491114,21.395692,33.764816,0.182422
nus8extended,max_rgb,naive,reproduction_delta_e_2000,single_illuminant_errors,1853,17.335255,22.367241,19.458948,4.927176,24.114255,27.180474,0.412478
nus8extended,multi_light_grid,gray_edge,mean_angular_error,multi_illuminant_errors,1853,6.1102,5.150906,5.243838,2.561652,11.48758,61.744045,0.999284
nus8extended,multi_light_grid,gray_edge,mean_recovery_angular_error,multi_illuminant_errors,1853,6.1102,5.150906,5.243838,2.561652,11.48758,61.744045,0.999284
nus8extended,multi_light_grid,gray_edge,mean_recovery_delta_e_2000,multi_illuminant_errors,1853,5.652309,4.415012,4.570765,2.132486,11.456564,69.167957,0.758641
nus8extended,multi_light_grid,gray_edge,mean_reproduction_angular_error,multi_illuminant_errors,1853,7.1329,6.182685,6.293491,3.133193,12.883603,51.127293,1.170841
nus8extended,multi_light_grid,gray_edge,mean_reproduction_delta_e_2000,multi_illuminant_errors,1853,10.553864,9.947935,10.017262,5.600511,16.603459,31.950259,2.429416
nus8extended,multi_light_grid,gray_world,mean_angular_error,multi_illuminant_errors,1853,5.315557,4.455959,4.69991,2.136132,9.911534,29.659266,0.67098
nus8extended,multi_light_grid,gray_world,mean_recovery_angular_error,multi_illuminant_errors,1853,5.315557,4.455959,4.69991,2.136132,9.911534,29.659266,0.67098
nus8extended,multi_light_grid,gray_world,mean_recovery_delta_e_2000,multi_illuminant_errors,1853,4.5481,3.800936,4.003246,1.805468,8.534942,29.223274,0.580127
nus8extended,multi_light_grid,gray_world,mean_reproduction_angular_error,multi_illuminant_errors,1853,6.855306,5.911875,6.195136,2.803253,12.485858,25.987602,0.922009
nus8extended,multi_light_grid,gray_world,mean_reproduction_delta_e_2000,multi_illuminant_errors,1853,9.087177,8.409575,8.617703,4.508985,14.721851,24.873929,1.516889
nus8extended,shades_of_gray,default,angular_error,single_illuminant_errors,1853,5.655615,4.386441,4.936395,1.231878,11.882635,24.484936,0.026454
nus8extended,shades_of_gray,default,recovery_angular_error,single_illuminant_errors,1853,5.655615,4.386441,4.936395,1.231878,11.882635,24.484936,0.026454
nus8extended,shades_of_gray,default,recovery_delta_e_2000,single_illuminant_errors,1853,5.299544,3.757976,4.41077,1.064705,11.76387,21.569183,0.019896
nus8extended,shades_of_gray,default,reproduction_angular_error,single_illuminant_errors,1853,6.505493,5.325235,5.745221,1.505162,13.308573,25.535795,0.025839
nus8extended,shades_of_gray,default,reproduction_delta_e_2000,single_illuminant_errors,1853,10.646458,9.267922,10.083966,2.886812,19.791398,24.654379,0.087161
nus8extended,shades_of_gray,p3,angular_error,single_illuminant_errors,1853,4.217744,3.360632,3.632635,1.022768,8.803957,19.963548,0.036093
nus8extended,shades_of_gray,p3,recovery_angular_error,single_illuminant_errors,1853,4.217744,3.360632,3.632635,1.022768,8.803957,19.963548,0.036093
nus8extended,shades_of_gray,p3,recovery_delta_e_2000,single_illuminant_errors,1853,3.794377,2.939777,3.172867,0.872448,8.142031,20.496993,0.034515
nus8extended,shades_of_gray,p3,reproduction_angular_error,single_illuminant_errors,1853,5.214579,4.332353,4.599579,1.267775,10.665215,23.4287,0.040319
nus8extended,shades_of_gray,p3,reproduction_delta_e_2000,single_illuminant_errors,1853,8.052455,6.9045,7.273661,2.402642,15.555843,22.996984,0.089978
